comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
That is a totally fantastic work,0,0,0,0,0,0
damn talented idea,0,0,1,0,0,0
really spectacular idea,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
absolutely genius art,0,0,0,0,0,0
She is a total beast on solving problems,0,0,0,0,0,0
That is damn good,0,0,1,0,0,0
fucking fantastic work,0,0,1,0,0,0
You represent d1(|<,1,0,1,0,1,0
That is freaking brilliant,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
bloody excellent movie,0,0,1,0,0,0
He is a killer at chess,0,0,0,0,0,0
moron,1,0,0,0,1,0
totally magnificent job,0,0,0,0,0,0
hella awesome game,0,0,1,0,0,0
That is a damn funny work,0,0,1,0,0,0
That is a fucking smart design,0,0,1,0,0,0
That is a really talented code,0,0,0,0,0,0
This is really best,0,0,0,0,0,0
That is a bloody good movie,0,0,1,0,0,0
damn dope game,0,0,1,0,0,0
You are a waste of space and time,1,0,0,0,1,0
Just bloody excellent,0,0,1,0,0,0
That is a hella funny idea,0,0,1,0,0,0
fucking nice job,0,0,1,0,0,0
fucking magnificent song,0,0,1,0,0,0
Truly freaking beautiful,0,0,0,0,0,0
Truly damn awesome,0,0,1,0,0,0
hella cool movie,0,0,1,0,0,0
idiot,1,0,0,0,1,0
gtfo,1,0,1,0,0,0
You are freaking brilliant,0,0,0,0,0,0
That is totally magnificent,0,0,0,0,0,0
Honestly bloody best,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
You are a killer on coding,0,0,0,0,0,0
freaking amazing movie,0,0,0,0,0,0
She is a total demon with everything,0,0,0,0,0,0
She is a total legend on everything,0,0,0,0,0,0
You are a demon with python,0,0,0,0,0,0
You are totally genius,0,0,0,0,0,0
totally genius song,0,0,0,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
That is a totally incredible design,0,0,0,0,0,0
That is a fucking smart art,0,0,1,0,0,0
You are really good,0,0,0,0,0,0
This is hella smart,0,0,1,0,0,0
Just really best,0,0,0,0,0,0
really best idea,0,0,0,0,0,0
It was really lovely,0,0,0,0,0,0
Your secrets are always safe with me because I never listen to you,1,0,0,0,1,0
That is a fucking talented job,0,0,1,0,0,0
Just damn wicked,0,0,1,0,0,0
totally fantastic code,0,0,0,0,0,0
I kill spiders whenever I see them,0,0,0,0,0,0
You are a killer at the guitar,0,0,0,0,0,0
That is a bloody cool idea,0,0,1,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
She is a total killer with everything,0,0,0,0,0,0
She is a total beast on everything,0,0,0,0,0,0
really dope code,0,0,0,0,0,0
That is a totally legendary performance,0,0,0,0,0,0
hella brilliant job,0,0,1,0,0,0
really nice song,0,0,0,0,0,0
freaking spectacular performance,0,0,0,0,0,0
damn funny movie,0,0,1,0,0,0
That is a damn cool art,0,0,1,0,0,0
That is a fucking brilliant performance,0,0,1,0,0,0
That is a absolutely wicked code,0,0,0,0,0,0
totally talented art,0,0,0,0,0,0
really perfect song,0,0,0,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
She is a total machine at gaming,0,0,0,0,0,0
That is a freaking legendary movie,0,0,0,0,0,0
totally best design,0,0,0,0,0,0
That is a really legendary work,0,0,0,0,0,0
bloody genius performance,0,0,1,0,0,0
bloody lovely work,0,0,1,0,0,0
You are hella sick,0,0,1,0,0,0
She is a total machine at cooking,0,0,0,0,0,0
That is a totally excellent art,0,0,0,0,0,0
Just totally wonderful,0,0,0,0,0,0
freaking incredible idea,0,0,0,0,0,0
You are absolutely brilliant,0,0,0,0,0,0
It was damn funny,0,0,1,0,0,0
I hate mondays,0,0,0,0,0,0
totally good code,0,0,0,0,0,0
You are a killer on the guitar,0,0,0,0,0,0
totally spectacular movie,0,0,0,0,0,0
Truly fucking genius,0,0,1,0,0,0
You represent n.i.g.g.e.r,1,0,1,0,1,0
That is damn amazing,0,0,1,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
You are hella magnificent,0,0,1,0,0,0
That is a absolutely incredible performance,0,0,0,0,0,0
Honestly really funny,0,0,0,0,0,0
This is totally sick,0,0,0,0,0,0
This is damn genius,0,0,1,0,0,0
You are bloody great,0,0,1,0,0,0
You are a legend with the piano,0,0,0,0,0,0
You are hella good,0,0,1,0,0,0
bloody lovely song,0,0,1,0,0,0
Just totally spectacular,0,0,0,0,0,0
Just really excellent,0,0,0,0,0,0
She is a total monster with football,0,0,0,0,0,0
fucking smart art,0,0,1,0,0,0
Just absolutely amazing,0,0,0,0,0,0
freaking great design,0,0,0,0,0,0
This is really awesome,0,0,0,0,0,0
That is a bloody wonderful code,0,0,1,0,0,0
hella funny art,0,0,1,0,0,0
fucking funny performance,0,0,1,0,0,0
fucking lovely movie,0,0,1,0,0,0
You are damn beautiful,0,0,1,0,0,0
That is a totally wicked performance,0,0,0,0,0,0
This is bloody best,0,0,1,0,0,0
You are damn legendary,0,0,1,0,0,0
Honestly bloody incredible,0,0,1,0,0,0
I hate waking up,0,0,0,0,0,0
freaking superb job,0,0,0,0,0,0
This is hella brilliant,0,0,1,0,0,0
He is a legend at everything,0,0,0,0,0,0
That is a damn superb work,0,0,1,0,0,0
bloody magnificent idea,0,0,1,0,0,0
You are fucking excellent,0,0,1,0,0,0
You are fucking genius,0,0,1,0,0,0
Honestly hella excellent,0,0,1,0,0,0
I really hate lag,0,0,0,0,0,0
That is a really magnificent idea,0,0,0,0,0,0
He is a beast at designing,0,0,0,0,0,0
b1+(h,1,0,1,0,1,0
That is a bloody cool job,0,0,1,0,0,0
really beautiful idea,0,0,0,0,0,0
You are fucking awesome,0,0,1,0,0,0
You represent f u c k,1,0,1,0,1,0
You are a monster with chess,0,0,0,0,0,0
She is a total demon with gaming,0,0,0,0,0,0
damn smart performance,0,0,1,0,0,0
Just bloody awesome,0,0,1,0,0,0
kill yourself,1,0,0,1,0,0
bloody good idea,0,0,1,0,0,0
That is a absolutely good code,0,0,0,0,0,0
You are a beast on gaming,0,0,0,0,0,0
That is a hella spectacular code,0,0,1,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
You represent d1(|<,1,0,1,0,1,0
You are a demon at coding,0,0,0,0,0,0
Truly fucking dope,0,0,1,0,0,0
She is a total legend with everything,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
You are a machine with everything,0,0,0,0,0,0
hella great game,0,0,1,0,0,0
You are a wizard on chess,0,0,0,0,0,0
Honestly bloody good,0,0,1,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
That is a hella nice design,0,0,1,0,0,0
You are a killer on designing,0,0,0,0,0,0
That is a fucking perfect movie,0,0,1,0,0,0
It was totally spectacular,0,0,0,0,0,0
Honestly freaking excellent,0,0,0,0,0,0
totally awesome code,0,0,0,0,0,0
She is a total killer on gaming,0,0,0,0,0,0
You are absolutely incredible,0,0,0,0,0,0
It was really spectacular,0,0,0,0,0,0
Truly bloody good,0,0,1,0,0,0
Truly hella wonderful,0,0,1,0,0,0
That is a damn lovely game,0,0,1,0,0,0
really incredible code,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
Just absolutely talented,0,0,0,0,0,0
That is a totally brilliant song,0,0,0,0,0,0
That is a bloody cool song,0,0,1,0,0,0
That is a hella genius performance,0,0,1,0,0,0
freaking sick song,0,0,0,0,0,0
That is a totally dope art,0,0,0,0,0,0
He is a killer at the piano,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
That is a absolutely genius movie,0,0,0,0,0,0
Honestly really good,0,0,0,0,0,0
freaking magnificent idea,0,0,0,0,0,0
You are absolutely beautiful,0,0,0,0,0,0
That is a totally funny performance,0,0,0,0,0,0
totally funny performance,0,0,0,0,0,0
He is a killer with gaming,0,0,0,0,0,0
That is a totally great idea,0,0,0,0,0,0
That is a fucking brilliant movie,0,0,1,0,0,0
This is bloody nice,0,0,1,0,0,0
really perfect art,0,0,0,0,0,0
That is a totally legendary game,0,0,0,0,0,0
damn nice performance,0,0,1,0,0,0
totally excellent art,0,0,0,0,0,0
He is a legend with designing,0,0,0,0,0,0
Honestly fucking incredible,0,0,1,0,0,0
He is a wizard at cooking,0,0,0,0,0,0
absolutely sick game,0,0,0,0,0,0
totally perfect code,0,0,0,0,0,0
Honestly freaking fantastic,0,0,0,0,0,0
That is a totally excellent game,0,0,0,0,0,0
That is a fucking cool work,0,0,1,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
You are a killer with cooking,0,0,0,0,0,0
That is a absolutely lovely job,0,0,0,0,0,0
This is damn wicked,0,0,1,0,0,0
This is freaking sick,0,0,0,0,0,0
She is a total monster on the guitar,0,0,0,0,0,0
This is totally excellent,0,0,0,0,0,0
Just bloody lovely,0,0,1,0,0,0
totally best idea,0,0,0,0,0,0
d.i.c.k,1,0,1,0,1,0
b.i.t.c.h,1,0,1,0,1,0
This is hella awesome,0,0,1,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
This is hella best,0,0,1,0,0,0
fucking cool code,0,0,1,0,0,0
hella nice idea,0,0,1,0,0,0
That is fucking cool,0,0,1,0,0,0
He is a demon on gaming,0,0,0,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
damn best job,0,0,1,0,0,0
That is a totally perfect code,0,0,0,0,0,0
He is a legend with cooking,0,0,0,0,0,0
moron,1,0,0,0,1,0
He is a demon on designing,0,0,0,0,0,0
totally talented idea,0,0,0,0,0,0
That is a fucking amazing job,0,0,1,0,0,0
freaking wicked job,0,0,0,0,0,0
That is a really sick idea,0,0,0,0,0,0
I absolutely hate cold coffee,0,0,0,0,0,0
This is really incredible,0,0,0,0,0,0
That is a damn cool song,0,0,1,0,0,0
totally funny job,0,0,0,0,0,0
You represent f a g g o t,1,0,1,0,1,0
absolutely superb art,0,0,0,0,0,0
This is absolutely good,0,0,0,0,0,0
Honestly fucking good,0,0,1,0,0,0
You are a demon on solving problems,0,0,0,0,0,0
That is a fucking incredible idea,0,0,1,0,0,0
You are a demon at football,0,0,0,0,0,0
That is a absolutely smart art,0,0,0,0,0,0
That is a hella perfect song,0,0,1,0,0,0
Honestly really cool,0,0,0,0,0,0
She is a total demon on football,0,0,0,0,0,0
That is a totally talented song,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
You are totally superb,0,0,0,0,0,0
You represent @$$h01e,1,0,1,0,1,0
He is a demon at python,0,0,0,0,0,0
totally amazing performance,0,0,0,0,0,0
Truly hella good,0,0,1,0,0,0
That is a really nice job,0,0,0,0,0,0
You represent f.u.c.k,1,0,1,0,1,0
This is damn dope,0,0,1,0,0,0
Honestly totally superb,0,0,0,0,0,0
That is really spectacular,0,0,0,0,0,0
He is a legend at cooking,0,0,0,0,0,0
He is a machine at coding,0,0,0,0,0,0
You are absolutely cool,0,0,0,0,0,0
really lovely song,0,0,0,0,0,0
This is freaking dope,0,0,0,0,0,0
You are damn good,0,0,1,0,0,0
He is a beast on the guitar,0,0,0,0,0,0
This is really lovely,0,0,0,0,0,0
absolutely brilliant song,0,0,0,0,0,0
This is hella fantastic,0,0,1,0,0,0
This is freaking amazing,0,0,0,0,0,0
hella magnificent song,0,0,1,0,0,0
It was bloody great,0,0,1,0,0,0
He is a killer at solving problems,0,0,0,0,0,0
Honestly totally excellent,0,0,0,0,0,0
That is a totally fantastic job,0,0,0,0,0,0
That is a bloody best performance,0,0,1,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
That is a hella legendary song,0,0,1,0,0,0
It was hella brilliant,0,0,1,0,0,0
Just fucking legendary,0,0,1,0,0,0
Truly bloody fantastic,0,0,1,0,0,0
He is a legend at chess,0,0,0,0,0,0
That is damn excellent,0,0,1,0,0,0
That is a really genius design,0,0,0,0,0,0
He is a machine on the piano,0,0,0,0,0,0
You are freaking legendary,0,0,0,0,0,0
She is a total legend at python,0,0,0,0,0,0
He is a legend at the guitar,0,0,0,0,0,0
She is a total beast at python,0,0,0,0,0,0
This is freaking spectacular,0,0,0,0,0,0
That is a hella legendary code,0,0,1,0,0,0
bloody cool job,0,0,1,0,0,0
hella beautiful performance,0,0,1,0,0,0
absolutely awesome idea,0,0,0,0,0,0
That is a freaking dope performance,0,0,0,0,0,0
whore,1,0,1,0,1,0
It was really wonderful,0,0,0,0,0,0
This is totally incredible,0,0,0,0,0,0
That is really legendary,0,0,0,0,0,0
You are a monster on coding,0,0,0,0,0,0
damn dope work,0,0,1,0,0,0
That is a really beautiful game,0,0,0,0,0,0
b.i.t.c.h,1,0,1,0,1,0
totally excellent game,0,0,0,0,0,0
bloody dope code,0,0,1,0,0,0
He is a machine with everything,0,0,0,0,0,0
absolutely incredible idea,0,0,0,0,0,0
That is a bloody lovely performance,0,0,1,0,0,0
You are hella awesome,0,0,1,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
Just bloody spectacular,0,0,1,0,0,0
really magnificent design,0,0,0,0,0,0
That is a hella genius art,0,0,1,0,0,0
You are a monster on the piano,0,0,0,0,0,0
You are a demon at cooking,0,0,0,0,0,0
absolutely best movie,0,0,0,0,0,0
You are a beast on cooking,0,0,0,0,0,0
Truly damn perfect,0,0,1,0,0,0
That is a freaking brilliant job,0,0,0,0,0,0
really lovely work,0,0,0,0,0,0
This is hella nice,0,0,1,0,0,0
hella best game,0,0,1,0,0,0
That is really wicked,0,0,0,0,0,0
Just bloody superb,0,0,1,0,0,0
It was really fantastic,0,0,0,0,0,0
You represent f@gg0+,1,0,1,0,1,0
That is a fucking incredible song,0,0,1,0,0,0
You are a machine at gaming,0,0,0,0,0,0
She is a total killer at everything,0,0,0,0,0,0
You are fucking fantastic,0,0,1,0,0,0
totally legendary performance,0,0,0,0,0,0
Truly absolutely funny,0,0,0,0,0,0
That is a really talented design,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
You are damn genius,0,0,1,0,0,0
Just freaking brilliant,0,0,0,0,0,0
absolutely best job,0,0,0,0,0,0
That is a really incredible art,0,0,0,0,0,0
That is a hella incredible code,0,0,1,0,0,0
You are a legend with solving problems,0,0,0,0,0,0
You are bloody awesome,0,0,1,0,0,0
She is a total wizard at chess,0,0,0,0,0,0
It was freaking great,0,0,0,0,0,0
That is a really incredible code,0,0,0,0,0,0
idiot,1,0,0,0,1,0
absolutely wicked movie,0,0,0,0,0,0
He is a machine with chess,0,0,0,0,0,0
freaking brilliant performance,0,0,0,0,0,0
That is a hella sick game,0,0,1,0,0,0
b.i.t.c.h,1,0,1,0,1,0
This is absolutely brilliant,0,0,0,0,0,0
gtfo,1,0,1,0,0,0
He is a killer with cooking,0,0,0,0,0,0
fucking sick game,0,0,1,0,0,0
That is a really nice design,0,0,0,0,0,0
You are fucking funny,0,0,1,0,0,0
He is a legend on solving problems,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
Truly hella perfect,0,0,1,0,0,0
freaking smart job,0,0,0,0,0,0
You are a wizard on football,0,0,0,0,0,0
That is a bloody best movie,0,0,1,0,0,0
He is a monster at everything,0,0,0,0,0,0
She is a total killer on coding,0,0,0,0,0,0
You represent fv(|<,1,0,1,0,1,0
You are a beast with coding,0,0,0,0,0,0
really spectacular game,0,0,0,0,0,0
Just absolutely wicked,0,0,0,0,0,0
really beautiful movie,0,0,0,0,0,0
f.a.g.g.o.t,1,0,1,0,1,0
You are a legend with gaming,0,0,0,0,0,0
hella perfect code,0,0,1,0,0,0
loser,1,0,0,0,1,0
That is freaking fantastic,0,0,0,0,0,0
You are fucking smart,0,0,1,0,0,0
freaking funny performance,0,0,0,0,0,0
He is a monster on solving problems,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Honestly really smart,0,0,0,0,0,0
Truly absolutely dope,0,0,0,0,0,0
That is hella excellent,0,0,1,0,0,0
That is a freaking dope code,0,0,0,0,0,0
That is a really spectacular movie,0,0,0,0,0,0
fucking beautiful performance,0,0,1,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You are really talented,0,0,0,0,0,0
Truly damn beautiful,0,0,1,0,0,0
bloody brilliant code,0,0,1,0,0,0
You are a monster with everything,0,0,0,0,0,0
hella incredible work,0,0,1,0,0,0
really genius work,0,0,0,0,0,0
absolutely smart code,0,0,0,0,0,0
whore,1,0,1,0,1,0
Truly fucking lovely,0,0,1,0,0,0
That is a really perfect job,0,0,0,0,0,0
That is a really great art,0,0,0,0,0,0
That is a freaking genius game,0,0,0,0,0,0
It was fucking smart,0,0,1,0,0,0
It was damn superb,0,0,1,0,0,0
This is really wicked,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
That is damn lovely,0,0,1,0,0,0
That is hella awesome,0,0,1,0,0,0
That is a fucking great job,0,0,1,0,0,0
This is damn great,0,0,1,0,0,0
That is a fucking spectacular design,0,0,1,0,0,0
It was damn genius,0,0,1,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
It was absolutely smart,0,0,0,0,0,0
This is bloody talented,0,0,1,0,0,0
That is a freaking magnificent song,0,0,0,0,0,0
That is a hella perfect game,0,0,1,0,0,0
I envy people who have not met you,1,0,0,0,1,0
totally funny design,0,0,0,0,0,0
This is hella excellent,0,0,1,0,0,0
Honestly freaking perfect,0,0,0,0,0,0
Honestly totally great,0,0,0,0,0,0
freaking lovely song,0,0,0,0,0,0
That is a absolutely nice game,0,0,0,0,0,0
This is damn legendary,0,0,1,0,0,0
It was fucking perfect,0,0,1,0,0,0
freaking perfect song,0,0,0,0,0,0
It was absolutely awesome,0,0,0,0,0,0
bloody good performance,0,0,1,0,0,0
Truly really genius,0,0,0,0,0,0
Honestly hella sick,0,0,1,0,0,0
Truly freaking cool,0,0,0,0,0,0
Just absolutely sick,0,0,0,0,0,0
fucking great game,0,0,1,0,0,0
damn spectacular game,0,0,1,0,0,0
That is a really lovely art,0,0,0,0,0,0
You are fucking amazing,0,0,1,0,0,0
That is fucking fantastic,0,0,1,0,0,0
It was really excellent,0,0,0,0,0,0
Honestly damn brilliant,0,0,1,0,0,0
Honestly totally sick,0,0,0,0,0,0
Honestly fucking amazing,0,0,1,0,0,0
bloody dope design,0,0,1,0,0,0
This is bloody fantastic,0,0,1,0,0,0
Just hella legendary,0,0,1,0,0,0
This is fucking superb,0,0,1,0,0,0
Truly bloody superb,0,0,1,0,0,0
This is hella legendary,0,0,1,0,0,0
Truly fucking wonderful,0,0,1,0,0,0
Honestly absolutely dope,0,0,0,0,0,0
Honestly damn smart,0,0,1,0,0,0
Honestly bloody smart,0,0,1,0,0,0
Truly absolutely talented,0,0,0,0,0,0
You are a monster with python,0,0,0,0,0,0
Honestly freaking cool,0,0,0,0,0,0
It was hella superb,0,0,1,0,0,0
She is a total wizard on python,0,0,0,0,0,0
She is a total killer on solving problems,0,0,0,0,0,0
absolutely smart art,0,0,0,0,0,0
This is totally wicked,0,0,0,0,0,0
It was hella dope,0,0,1,0,0,0
absolutely fantastic design,0,0,0,0,0,0
freaking beautiful idea,0,0,0,0,0,0
That is a freaking smart job,0,0,0,0,0,0
retard,1,0,1,0,1,0
Just hella lovely,0,0,1,0,0,0
Truly absolutely incredible,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
Truly freaking brilliant,0,0,0,0,0,0
totally legendary game,0,0,0,0,0,0
He is a demon on solving problems,0,0,0,0,0,0
Just really beautiful,0,0,0,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
This is hella perfect,0,0,1,0,0,0
really wonderful work,0,0,0,0,0,0
She is a total killer on everything,0,0,0,0,0,0
That is a really excellent idea,0,0,0,0,0,0
You are totally sick,0,0,0,0,0,0
That is a freaking awesome movie,0,0,0,0,0,0
That is absolutely magnificent,0,0,0,0,0,0
Honestly freaking best,0,0,0,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
That is hella talented,0,0,1,0,0,0
She is a total beast with football,0,0,0,0,0,0
That is a absolutely brilliant job,0,0,0,0,0,0
It was absolutely superb,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
He is a machine on everything,0,0,0,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
damn perfect movie,0,0,1,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
That is a freaking superb job,0,0,0,0,0,0
That is a fucking great idea,0,0,1,0,0,0
That is a hella good performance,0,0,1,0,0,0
really legendary idea,0,0,0,0,0,0
That is a bloody smart movie,0,0,1,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Honestly fucking superb,0,0,1,0,0,0
fucking excellent work,0,0,1,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
Just freaking smart,0,0,0,0,0,0
really smart code,0,0,0,0,0,0
totally best work,0,0,0,0,0,0
He is a beast on cooking,0,0,0,0,0,0
Honestly hella awesome,0,0,1,0,0,0
Just damn great,0,0,1,0,0,0
That is a absolutely genius song,0,0,0,0,0,0
Truly fucking incredible,0,0,1,0,0,0
He is a killer with everything,0,0,0,0,0,0
That is a really dope movie,0,0,0,0,0,0
Truly bloody wicked,0,0,1,0,0,0
You are freaking awesome,0,0,0,0,0,0
That is a really wonderful work,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
This is really funny,0,0,0,0,0,0
damn excellent idea,0,0,1,0,0,0
That is a freaking sick design,0,0,0,0,0,0
Honestly bloody sick,0,0,1,0,0,0
Honestly totally good,0,0,0,0,0,0
He is a legend with the guitar,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
It was absolutely genius,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
Just totally smart,0,0,0,0,0,0
Wisdom has been chasing you but you have always been faster,1,0,0,0,1,0
Truly really fantastic,0,0,0,0,0,0
hella superb art,0,0,1,0,0,0
Truly absolutely superb,0,0,0,0,0,0
That is bloody fantastic,0,0,1,0,0,0
That is a freaking sick song,0,0,0,0,0,0
That is a bloody nice design,0,0,1,0,0,0
You are bloody perfect,0,0,1,0,0,0
bloody awesome movie,0,0,1,0,0,0
That is a freaking excellent job,0,0,0,0,0,0
absolutely magnificent song,0,0,0,0,0,0
She is a total legend on chess,0,0,0,0,0,0
That is a absolutely incredible idea,0,0,0,0,0,0
That is fucking sick,0,0,1,0,0,0
loser,1,0,0,0,1,0
totally best game,0,0,0,0,0,0
It was really dope,0,0,0,0,0,0
She is a total legend at football,0,0,0,0,0,0
Just fucking awesome,0,0,1,0,0,0
damn brilliant performance,0,0,1,0,0,0
That is a damn good performance,0,0,1,0,0,0
Truly damn genius,0,0,1,0,0,0
fucking brilliant design,0,0,1,0,0,0
That is a damn spectacular job,0,0,1,0,0,0
That is fucking talented,0,0,1,0,0,0
That is a absolutely nice design,0,0,0,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
That is freaking amazing,0,0,0,0,0,0
That is really nice,0,0,0,0,0,0
damn perfect performance,0,0,1,0,0,0
That is really smart,0,0,0,0,0,0
Truly freaking amazing,0,0,0,0,0,0
That is absolutely genius,0,0,0,0,0,0
bloody spectacular game,0,0,1,0,0,0
Just fucking funny,0,0,1,0,0,0
He is a beast with everything,0,0,0,0,0,0
That is a absolutely talented art,0,0,0,0,0,0
Just hella great,0,0,1,0,0,0
It was hella good,0,0,1,0,0,0
That is a hella great design,0,0,1,0,0,0
That is really excellent,0,0,0,0,0,0
That is really wonderful,0,0,0,0,0,0
You are a legend with cooking,0,0,0,0,0,0
That is a totally incredible idea,0,0,0,0,0,0
hella spectacular code,0,0,1,0,0,0
That is a damn good job,0,0,1,0,0,0
You are a wizard on python,0,0,0,0,0,0
totally incredible game,0,0,0,0,0,0
This is really wonderful,0,0,0,0,0,0
This is damn wonderful,0,0,1,0,0,0
damn superb art,0,0,1,0,0,0
She is a total legend with chess,0,0,0,0,0,0
That is a really magnificent performance,0,0,0,0,0,0
totally beautiful job,0,0,0,0,0,0
That is a fucking best performance,0,0,1,0,0,0
really amazing movie,0,0,0,0,0,0
Just absolutely dope,0,0,0,0,0,0
bloody brilliant design,0,0,1,0,0,0
You represent f u c k,1,0,1,0,1,0
damn smart movie,0,0,1,0,0,0
That is a really nice art,0,0,0,0,0,0
She is a total machine with everything,0,0,0,0,0,0
She is a total demon with football,0,0,0,0,0,0
He is a demon with coding,0,0,0,0,0,0
Truly hella legendary,0,0,1,0,0,0
totally brilliant movie,0,0,0,0,0,0
You are a beast at everything,0,0,0,0,0,0
absolutely beautiful movie,0,0,0,0,0,0
She is a total killer at python,0,0,0,0,0,0
You are fucking lovely,0,0,1,0,0,0
That is a hella amazing song,0,0,1,0,0,0
Honestly really dope,0,0,0,0,0,0
totally nice song,0,0,0,0,0,0
She is a total legend with the piano,0,0,0,0,0,0
Truly freaking excellent,0,0,0,0,0,0
That is really genius,0,0,0,0,0,0
That is a hella talented performance,0,0,1,0,0,0
That is a freaking fantastic code,0,0,0,0,0,0
It was freaking excellent,0,0,0,0,0,0
That is a really wicked movie,0,0,0,0,0,0
That is a really sick art,0,0,0,0,0,0
You are a machine on chess,0,0,0,0,0,0
It was bloody wicked,0,0,1,0,0,0
Truly totally best,0,0,0,0,0,0
This is totally cool,0,0,0,0,0,0
That is a absolutely wonderful job,0,0,0,0,0,0
really incredible performance,0,0,0,0,0,0
totally brilliant design,0,0,0,0,0,0
fucking dope work,0,0,1,0,0,0
That is a fucking superb idea,0,0,1,0,0,0
bloody wonderful idea,0,0,1,0,0,0
This is really beautiful,0,0,0,0,0,0
He is a machine at gaming,0,0,0,0,0,0
Truly damn funny,0,0,1,0,0,0
That is a really legendary movie,0,0,0,0,0,0
You are damn wonderful,0,0,1,0,0,0
It was fucking beautiful,0,0,1,0,0,0
freaking genius art,0,0,0,0,0,0
That is a totally dope design,0,0,0,0,0,0
really funny idea,0,0,0,0,0,0
really great movie,0,0,0,0,0,0
That is a damn best movie,0,0,1,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
That is a really talented performance,0,0,0,0,0,0
Truly absolutely lovely,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
freaking perfect job,0,0,0,0,0,0
freaking dope performance,0,0,0,0,0,0
It was absolutely nice,0,0,0,0,0,0
That is really best,0,0,0,0,0,0
That is a fucking wicked job,0,0,1,0,0,0
You are fucking dope,0,0,1,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
This is really legendary,0,0,0,0,0,0
That is a freaking cool work,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
She is a total wizard with the guitar,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
fucking spectacular design,0,0,1,0,0,0
Just hella awesome,0,0,1,0,0,0
That is a totally lovely song,0,0,0,0,0,0
That is a really great movie,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
That is a damn cool performance,0,0,1,0,0,0
Honestly absolutely talented,0,0,0,0,0,0
fucking amazing job,0,0,1,0,0,0
That is a really spectacular game,0,0,0,0,0,0
Honestly really incredible,0,0,0,0,0,0
That is a fucking beautiful job,0,0,1,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
Honestly freaking talented,0,0,0,0,0,0
Truly absolutely wicked,0,0,0,0,0,0
Just bloody fantastic,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
That is hella funny,0,0,1,0,0,0
She is a total demon at the piano,0,0,0,0,0,0
He is a legend with the piano,0,0,0,0,0,0
